Enforceable IP?,Font Name,Use Case,Website/App Title,Font File Name,Copyright,Trademark,Family,Subfamily,License Description,License Info URL,Unique ID,Misc1,Misc2,Version,Manufacturer,Designer,Designer URL,Vendor,Vendor URL,Vendor ID,File Type,Foundry (test),Path,Web Path,Verified Domain,License Indicator,App Platform,App Developer,App URL,WhyEnforce,Remarks
No,Pexico-Regular,,,Urtd - Pexico-Regular.woff2.otf,Copyright (c) 2014 by Urtd. All rights reserved.,Pexico is a trademark of Urtd.,Pexico Regular,Regular,,,Urtd: Pexico Regular: 2014,,,Version 001.000,Urtd,Ondrej Jób,http://www.urtd.net/,,,URTD,.otf,,C:\Users\sidharths\Documents\ufda foundry fonts\ufda 2.0\setup foundry\Pexico_Regular_CYR\Pexico Regular [CYR]\Urtd - Pexico-Regular.woff2.otf,,,,,,,,None
